id,project_url,Researcher ID,researcher name,project title,Current Affiliation (Institution 1),"Title 1 (assistant professor, phd, postdoc, etc.) ",Misc Defined,Student/Non-Student (0/1),Researcher 2 Affiliation,"Title 2 (assistant professor, phd student, postdoc, etc.)",Researcher 3 Affiliation,"Title 3 (assistant professor, phd student, postdoc, etc.)",Researcher 4 Affiliation,Title 4,US/Non-US (0/1),Institution Classification,Institution Classification Specified,Address 1 (Affliation),zip,Address 2 (Affliation),Latitude 1 (Affliation)  ,Latitude 2 (Affliation),Longitude 1 (Affliation) ,Longitude 2 (Affliation),"City, State 1 (Affliation)","City, State 2 (Affliation)",CBSA1Affliation,CBSA 2 (Affliation),Country (if Non-US),Position 1,Position 2,Position 3,Education 1,Education 2,Education 3,Research University 1,Research University 2,Location of Research 1,Location of Research 2,"Disciplinarity (0 - single, 1 - multi)","Relevance (Theory - 0, Practice - 1, Both - 2)",Relevant Publications (expertise) (0 - dont or 1 - if they did),"Category Relevance (0 - not on list, 1- yes, 2-mixed)",,researcher_title,backers,categories,category1,category2,category3,category4,state,abbreviation,Pasteur's Quadrants (Q1: low/low; Q2: pure basic research; Q3: use-inspired basic research; Q4: applied research),funding_start,funding_end,duration,funding_target,funding_raised,funding_success,funding_percent,name 1,name 2,ID1,ID2,matches 1,matches 2,manual1,manual2,H-Index 1,H-Index 2,Citation-Count 1,Citation-Count 2,budget_overview_granularity,spending_data_granularity,usage_granularity,overall_budget_granularity,video_granularity,description_granularity,credential_granularity,researcher_background_granularity,mugshot_granularity,goal_granularity,importance_granularity,overall_project_detail,video_effort,description_effort,credentials_effort,budget_overview_effort,researcher_bio_effort,mugshot_effort,goals_writeup_effort,importance_writeup_effort,fund_usage_writeup_effort,total_effort
1566,https://experiment.com/projects/saving-the-majestic-markhor-from-extinction,222,Cassandra Elliott,Saving the majestic Markhor from extinction,Princeton University,PhD,,0,,,,,,,0,D,D1,,.,,,,,,,,,,,Director of Research and Development, ,,"Cassandra Elliott: BS, Biology (May 2014) - SUNY Cortland  

Janet Huie: Ph.D, Molecular Biology - Princeton University 

MA, Molecular Biology - Princeton University 

BA, Biology - University of Pennsylvania", ,,,,,,1,0,1,0,,"Cassandra Elliott<br>BS, Biology (May 2014) - SUNY Cortland <br><br> Janet Huie<br> Ph.D, Molecular Biology - Princeton University <br>MA, Molecular Biology - Princeton University <br>BA, Biology - University of Pennsylvania",11,Biology,Ecology,,,,,,Q4,12/22/2013 23:00,2/20/2014 10:13,59.47,5000,811,0,16.22,Cassandra Elliott,,,,0,,0,,,,,,0.667,1,0.767,0.811,0,1,0.667,0.733,1,1,0.6,0.714,0,1,0.667,0.667,0.733,1,1,0.6,0.767,0.715
1568,https://experiment.com/projects/learning-beyond-the-textbook-developing-dialect-specific-grammar-in-a-study-abroad-context,196,Bret Linford,Learning beyond the textbook: Developing dialect-specific grammar in a study abroad context,"Indiana University, Bloomington",PhD,,0,,,,,,,0,B,B,,.,,,,,,"Bloomington, IN",,,,,Doctoral Candidate,,,"Ph.D. candidate, Indiana University - Bloomington", ,,,,,,0,0,1,1,,"Ph.D. candidate, Indiana University - Bloomington<br>",20,Education,,,,,Indiana,IN,Q2,11/9/2013 0:00,12/10/2013 23:59,32.00,1000,1069,1,106.9,Bret Linford,,,,0,,0,,,,,,0.567,0.667,0.7,0.645,1,1,0.667,0.333,1,0,0.933,0.705,1,1,0.667,0.567,0.333,1,0,0.933,0.7,0.689
1571,https://experiment.com/projects/sterile-processing-of-anti-cancer-drug-to-be-used-to-treat-pets-with-cancer,355,Dr. Joseph A. Bauer,Sterile processing of anti-cancer drug to be used to treat pets with cancer,Walsh University,Researcher,,1,,,,,,,0,A,A,,.,,,,,,"Cleveland, OH",,,,,Founder,,,"Dr. Joseph A. Bauer, Bauer Research Foundation

Dr. Annette M. Sysel, Bauer Research Foundation

Dr. Michael J. Dunphy, Bauer Research Foundation & Walsh University

Dr. Joseph A. Lupica, Bauer Research Foundation & Walsh University", ,,,,,,0,2,1,0,,"Dr. Joseph A. Bauer, Bauer Research Foundation<br>Dr. Annette M. Sysel, Bauer Research Foundation<br>Dr. Michael J. Dunphy, Bauer Research Foundation & Walsh University<br>Dr. Joseph A. Lupica, Bauer Research Foundation & Walsh University",2,Medicine,,,,,Ohio,OH,Q3,11/11/2013 0:00,1/9/2014 23:59,60.00,10440,120,0,1.149425287,Dr. Joseph A. Bauer,,,,0,,0,,,,,,0.233,0.667,0.333,0.411,1,1,0.667,0.9,1,1,1,0.938,1,1,0.667,0.233,0.9,1,1,1,0.333,0.793
1580,https://experiment.com/projects/science-of-sustainability-expanding-conservation-capabilities-in-cameroon,354,Michael St Germain,Science of Sustainability: Expanding Conservation Capabilities in Cameroon,Virginia Tech,Researcher,,1,Virginia Tech,Associate Professor,,,,,0,D,D4,,.,,,,,,"Blacksburg, VA",Cameroon,,,Cameroon,,,,"Michael St. Germain (MS): Research Associate in Wildlife Sciences with the Conservation Management Institute at Virginia Tech

Dr. John Munsell (PhD): Associate Professor and Forest Management Extension Specialist with the Department of Forest Resources and Environmental Conservation at Virginia Tech", ,,Virginia Tech,Cameroonian research teams,Virginia,Cameroon,1,0,0,1,,Michael St. Germain (MS): Research Associate in Wildlife Sciences with the Conservation Management Institute at Virginia Tech<br><br>Dr. John Munsell (PhD): Associate Professor and Forest Management Extension Specialist with the Department of Forest Resources and Environmental Conservation at Virginia Tech,41,Education,Ecology,,,,Virginia,VA,Q2,12/16/2013 13:26,1/30/2014 23:59,45.44,2774,2967,1,106.9574621,Michael St Germain,,,,3,,"['7201845379', '7201845377', '7007155386']",,,,,,0.733,1,0.833,0.855,1,1,0.667,0.533,1,0.733,0.533,0.781,1,1,0.667,0.733,0.533,1,0.733,0.533,0.833,0.781
1582,https://experiment.com/projects/can-dna-testing-guide-treatment-decisions-and-avoid-harmful-severe-side-effect,315,Chun Xu,Can DNA testing guide treatment decisions and avoid harmful severe side effect?,Texas Tech University Health Sciences Center,Assistant Professor,,1,,,,,,,0,C,C,"3601 4th Street, Lubbock, Texas 79430",79430,,33.592327,,-101.89305,,"El Paso, TX ",,31180,,,Assistant Professor,,,"Assistant professor,  <br>Texas Tech University Health Sciences Center,   Paul L. Foster School of Medicine   Affiliations   MD (Bachelor degree) and Master Degree in cancer genetics from Harbin Medical University    PhD in Neuroscience and Neurogenetics, Karolinska Institute, 1999", ,,,,,,0,0,0,1,,"Assistant professor,  <br>Texas Tech University Health Sciences Center,   Paul L. Foster School of Medicine   Affiliations   MD (Bachelor degree) and Master Degree in cancer genetics from Harbin Medical University    PhD in Neuroscience and Neurogenetics, Karolinska Institute, 1999",0,Biology,,,,,Texas,TX,Q3,11/26/2013 14:09,1/25/2014 23:59,60.41,18000,0,0,0,Chun Xu,,,,587,,0,,,,,,1,1,1,1,0,1,0,0.933,1,1,0.7,0.662,0,1,0,1,0.933,1,1,0.7,1,0.737
1586,https://experiment.com/projects/high-altitude-and-alzheimer-s-disease-is-there-a-connection,37,Rovshan M Ismailov,High altitude and AlzheimerÉ??s disease: is there a connection?,"National University of Uzbekistan, Institute of Mathematics",Misc,Adjunct Professor,1,,,,,,,1,A,A,,.,,,,,,,,,,,,,,"Boston University School of Public Health, Master?s of Public Health 

Graduate School of Public Health University of Pittsburgh, Ph.D. in Epidemiology

Brown University and Cancer Care Ontario, Research training", ,,,,,,1,0,0,1,,,4,Medicine,Biology,,,,,,Q3,11/14/2013 17:31,1/3/2014 23:59,50.27,8900,639,0,7.179775281,Rovshan M Ismailov,,6701533890,,1,,0,,5,,94,,0,0,0,0,0,0,0.333,0.7,1,0,0,0.29,0,0,0.333,0,0.7,1,0,0,0,0.226
1607,https://experiment.com/projects/can-we-study-child-physical-abuse-without-harming-children-a-proposed-study-of-the-voodoo-doll-task,213,Randy McCarthy,Can we study child physical abuse without harming children? ,Northern Illinois University,Postdoc,,0,,,,,,,0,C,C,,.,,,,,,"DeKalb, IL ",,,,,Post-Doctoral Student,,,Northern Illinois University's Center for the Study of Family Violence and Sexual Assault. , ,,,,,,1,0,0,1,,Northern Illinois University's Center for the Study of Family Violence and Sexual Assault. ,2,Social and Behavioral Science,Education,,,,Illinois,IL,Q3,11/17/2013 0:00,1/9/2014 23:59,54.00,450,115,0,25.55555556,Randy McCarthy,,36613438500,,3,,"['7202095308', '7202095434', '36613438500']",,3,,16,,0.667,0.667,1,0.778,0,1,0.667,0.2,1,0.767,0.033,0.524,0,1,0.667,0.667,0.2,1,0.767,0.033,1,0.593
1610,https://experiment.com/projects/using-camera-traps-to-estimate-abundance-of-large-mammals,137,Mark Chynoweth,Using camera traps to estimate abundance of large mammals,University of Utah,PhD,,0,,,,,,,0,D,D4,"201 Presidents Circle, ROOM 203, Salt Lake City, Utah 84112-9008",84112,,40.765448,,-111.84979,,"Salt Lake City, UT",,41620,,,PhD student,,,"Mark is a PhD student at the University of Utah, Department of Biology

Blake is a undergraduate honors student at the University of Utah, Department of Biology", ,,,,,,0,2,0,0,,"Mark is a PhD student at the University of Utah, Department of Biology<br>Blake is a undergraduate honors student at the University of Utah, Department of Biology",12,Ecology,,,,,Utah,UT,Q4,11/24/2013 23:00,12/31/2013 23:59,37.04,3000,3000,0,100,Mark Chynoweth,,55681670800,,1,,0,,0,,0,,0.967,1,1,0.989,1,1,0,0.633,1,0.633,0.667,0.705,1,1,0,0.967,0.633,1,0.633,0.667,1,0.767
1621,https://experiment.com/projects/the-life-cycle-of-a-coral-killer-the-acropora-eating-flatworm,111,Kate Rawlinson,The Life Cycle of a Coral Killer: the Acropora-Eating Flatworm,Dalhousie University,Postdoc,,0,,,,,,,1,D,D4,,.,,,,,,"Houston, TX",,,,,Marine Biologist,President of the Marine Aquarium and Reef Society of Houston, ,"Kate Rawlinson: Postdoctoral researcher, Biology Department, Dalhousie University, Halifax, NS, Canada. BSc St. Andrews,Scotland

MSc Natural History Museum, London

PhD University College Cork, Ireland. Postdocs: UNH, Smithsonian Institute, University College London", ,,,,,,1,2,1,0,,"<strong>Kate Rawlinson </strong><br>Postdoctoral researcher, Biology Department, Dalhousie University, Halifax, NS, Canada. BSc St. Andrews,Scotland; MSc Natural History Museum, London; PhD University College Cork, Ireland. Postdocs: UNH, Smithsonian Institute, University College London<br><br>",71,Ecology,Biology,,,,,,Q1,11/19/2013 12:39,1/8/2014 23:59,50.47,5141,6211,1,120.8130714,Kate Rawlinson,,24333074600,,3,,"['24333074600', '36864651100', '56054391100']",,5,,80,,0.6,0.667,0.933,0.733,1,1,1,0.833,1,0.333,0.767,0.848,1,1,1,0.6,0.833,1,0.333,0.767,0.933,0.83
1622,https://experiment.com/projects/chemically-sterilizing-mosquitoes-to-prevent-malaria-transmission,249,Tapan Kanai,Chemically sterilizing mosquitoes to prevent malaria transmission,Yale University,Researcher,,1,,,,,,,0,D,D1,"Woodbridge Hall, New Haven, Connecticut 06520",6520,,41.30713,,-72.924979,,"New Haven, CT",,35300,,,Research Associate,,,"Yale University, Dept. of Chemistry", ,,,,,,0,2,0,1,,"Yale University, Dept. of Chemistry",13,Biology,,,,,Connecticut,CT,Q4,12/2/2013 18:13,12/31/2013 23:59,29.24,600,650,1,108.3333333,Tapan Kanai,,16028703700,,2,,"['16028703700', '8309970500']",,3,,28,,0.367,0.667,0.733,0.589,0,1,0,0.433,1,0.7,0.733,0.552,0,1,0,0.367,0.433,1,0.7,0.733,0.733,0.552
1634,https://experiment.com/projects/help-my-dream-water-engine-come-to-life,184,Jason (Russ) Nelson JR,Help My Dream Water Engine Come To Life,American Fork High School,Misc,High School,0,,,,,,,0,A,A,,.,,,,,,UT,,,,,High School Student,,,American Fork High School in Utah, ,,American Fork High School,,Utah,,1,1,0,0,,American Fork High School in Utah<br>,0,Chemistry,Engineering,,,,Utah,UT,Q4,6/16/2014 0:00,7/16/2014 23:59,31.00,2500,0,0,0,"Jason (Russ) Nelson, JR",,,,9,,0,,,,,,0.367,1,0.867,0.745,1,1,1,0.167,1,0.433,0.167,0.681,1,1,1,0.367,0.167,1,0.433,0.167,0.867,0.667
1639,https://experiment.com/projects/can-we-prevent-deaths-in-the-icu-with-optimal-artificial-intelligence-glucose-control,50,Leon DeJournett,Can we prevent deaths in the ICU with optimal artificial intelligence glucose control?,Chicago Medical School,MD,,1,,,,,,,0,,,,.,,,,,,"Asheville, NC ",,,,,ICU Physician,,,"UC Riverside, BA Biology

Chicago Medical School, MD

Stanford University Hospital, Pediatric Residency

Children's Hospital Oakland, Pediatric ICU fellowship", ,,,,,,0,0,1,1,,Alpha Omega Alpha Honorary Medical Society<br>American Academy of Pediatrics<br>Diabetes Technology Society<br>Society of Critical Care Medicine,8,Medicine,,,,,North Carolina,NC,Q3,12/2/2013 12:40,1/6/2014 23:59,35.47,15000,350,0,2.333333333,Leon DeJournett,,36173885000,,1,,0,,1,,2,,0.867,0.667,0.933,0.822,1,1,0.333,0.7,1,0.367,0.867,0.752,1,1,0.333,0.867,0.7,1,0.367,0.867,0.933,0.785
1643,https://experiment.com/projects/is-there-a-better-way-to-detect-misaligned-eyes-strabismus,358,Jonathan Young,Is there a better way to detect misaligned eyes (strabismus)?,"University of California, Los Angeles",MD,,0,,,,,,,0,D,D1,"405 Hilgard Ave, Los Angeles, California 90095-1405",90095,,34.073903,,-118.43786,,"Los Angeles, CA",,31100,,,Medical Student,,,"MD - University of California, Los Angeles (expected 2014)

PhD in Systems Biology - California Institute of Technology (2012)

I am currently a fourth year medical student at UCLA planning to specialize in the field of Ophthalmology.", ,,"University of California, Lost Angeles", ,California,,1,1,0,1,,"MD - University of California, Los Angeles (expected 2014)<br>PhD in Systems Biology - California Institute of Technology (2012)<br>I am currently a fourth year medical student at UCLA planning to specialize in the field of Ophthalmology.",3,Medicine,,,,,California,CA,Q3,2/4/2014 16:00,3/6/2014 23:59,30.33,4000,85,0,2.125,Jonathan Young,,,,57,,0,,,,,,0.667,1,0.3,0.656,1,1,0.333,0.6,1,0.567,0.667,0.738,1,1,0.333,0.667,0.6,1,0.567,0.667,0.3,0.681
1652,https://experiment.com/projects/are-microbes-melting-the-greenland-ice-sheet,171,Joseph Cook,É?ü Are microbes melting the Greenland ice sheet?,University of Derby,Researcher,,1,,,,,,,1,A,A,,.,,,,,,Derby,,,,United Kingdom,Lecturer,,,"Lecturer at the University of Derby (UK). Previously PhD student at the University of Sheffield (UK).

Collaborators include Dr.s Arwyn Edwards and Tristram Irvine-Fynn - lecturers at the University of Aberystwyth (UK).", ,,,,,,1,2,0,1,,Lecturer at the University of Derby (UK). Previously PhD student at the University of Sheffield (UK).<br><br>Collaborators include Dr.s Arwyn Edwards and Tristram Irvine-Fynn - lecturers at the University of Aberystwyth (UK).,24,Biology,Ecology,,,,,,Q2,1/1/2014 0:00,2/14/2014 23:59,45.00,3000,781,0,26.03333333,Joseph Cook,,,,36,,0,,,,,,0.5,1,1,0.833,1,1,0.667,0.167,1,0.9,1,0.819,1,1,0.667,0.5,0.167,1,0.9,1,1,0.804
1654,https://experiment.com/projects/what-do-moose-eat-in-winter-when-there-are-no-leaves-on-the-trees,265,John J. Henderson,What do moose eat in winter when there are no leaves on the trees?,Michigan Technological University,PhD,,0,,,,,,,0,C,C,,.,,,,,,"Houghton, Michigan",,,,,Doctoral Candidate,,,"Michigan Technological University in Houghton, Michigan", ,,,,,,0,2,0,0,,"Michigan Technological University in Houghton, Michigan<br>",4,Ecology,,,,,Michigan,MI,Q1,11/25/2013 12:39,12/31/2013 23:59,36.47,1500,201,0,13.4,John J. Henderson,,,,106,,0,,,,,,0.567,1,0.733,0.767,0,1,0,0.033,1,0.8,0.6,0.49,0,1,0,0.567,0.033,1,0.8,0.6,0.733,0.526
1663,https://experiment.com/projects/can-fish-help-us-treat-prostate-cancer,44,Hafiz Ahmed,Can Fish Help Us Treat Prostate Cancer?,"Glycomantra at New Horizons Diagnostics Baltimore, Maryland",Assistant Professor,,1,,,,,,,0,,,,.,,,,,,"Baltimore, Maryland",,,,,Medical Doctor,,,, ,,,,,,1,2,1,1,,"Glycomantra at New Horizons Diagnostics <br>Baltimore, Maryland",3,Medicine,Biology,,,,Maryland,MD,Q3,12/5/2013 11:02,2/3/2014 23:59,60.54,8000,330,0,4.125,Hafiz Ahmed,,35461510800,,1,,0,,16,,714,,0.233,1,1,0.744,0,1,0.667,0.767,1,1,1,0.776,0,1,0.667,0.233,0.767,1,1,1,1,0.741
1665,https://experiment.com/projects/inspiring-environmental-change-through-shark-science-and-youth-education,264,Craig O'Connell,Inspiring Environmental Change Through Shark Science and Youth Education,University of Massachusetts Dartmouth,Postdoc,,0,,,,,,,0,A,A,,.,,,,,,,,,,,,,,"Dr. Craig O'Connell: O'Seas Conservation Foundation, Founder and Director

University of Massachusetts Dartmouth, Postdoctoral Fellow", ,,,,,,1,1,0,2,,"<strong>Dr. Craig O'Connell<br></strong><br><strong>O'Seas Conservation Foundation</strong>, <em>Founder and Director</em><br><br><strong>University of Massachusetts Dartmouth</strong>, <em>Postdoctoral Fellow</em>",17,Education,Biology,,,,,,Q4,1/6/2014 9:12,2/5/2014 23:59,30.62,6700,1142,0,17.04477612,Craig O'Connell,,36024388200,,1,,0,,2,,9,,0.967,0.667,0.967,0.867,1,1,0.667,0.667,1,0.667,0.833,0.833,1,1,0.667,0.967,0.667,1,0.667,0.833,0.967,0.863
1668,https://experiment.com/projects/is-male-infertility-being-under-diagnosed,19,Laura Sirot,Is Male Infertility Being Under-Diagnosed?,The College of Wooster,Assistant Professor,,1,,,,,,,0,A,A,,.,,,,,,"Wooster, OH ",,,,,Assistant Professor,,,"Assistant Professor, Department of Biology, The College of Wooster

BS & MA, University of Michigan in Math/Anthropology

PhD,  University of Florida in Zoology

Post-doctoral Fellowship at Cornell University in Molecular Biology

Paul Joseph: BA, The College of Wooster in Biology, May 2014", ,,The College of Wooster,,Ohio,,1,0,0,1,,"<font face=""proxima-nova, Helvetica, Arial, sans-serif""><em>Laura Sirot:<br></em>Assistant Professor, Department of Biology, <br>The College of Wooster<br>BS & MA, University of Michigan in Math/Anthropology<br>PhD,  University of Florida in Zoology<br>Post-doctoral Fellowship at Cornell University in Molecular Biology<br><br><em>Paul Joseph:<br></em>BA, The College of Wooster in Biology, May 2014<br></font>",11,Medicine,Biology,,,,Ohio,OH,Q2,3/4/2014 13:04,4/18/2014 23:59,45.46,3120,475,0,15.22435897,Laura Sirot,,6602286747,,2,,"['6602286747', '56180144100']",,13,,1411,,0.833,1,0.9,0.911,0,1,0.333,0.733,1,1,1,0.724,0,1,0.333,0.833,0.733,1,1,1,0.9,0.756
1671,https://experiment.com/projects/can-we-find-a-bacteria-within-ticks-to-stop-diseases,107,Cory Gall,Can we find bacteria within ticks to stop diseases?,Washington State University,PhD,,0,,,,,,,0,D,D4,"French Administration Building, Pullman, Washington 99164-5910",99164, ,46.730155,,-117.18149,,"Pullman, WA",,39420,,,Doctoral Student,,,"BS from Oakland University: biology - specialization in microbiology (research in molecular genetics)

MS from Old Dominion University: biology - concentration in biotechnology (research in field ecology and entomology)

Currently, a PhD student at Washington State University (veterinary entomology)", ,,,,,,1,2,0,1,,"BS from Oakland University: biology - specialization in microbiology (research in molecular genetics)<br><br>MS from Old Dominion University: biology - concentration in biotechnology (research in field ecology and entomology)<br><br>Currently, a PhD student at Washington State University (veterinary entomology)",12,Medicine,Ecology,Biology,,,Washington,WA,Q3,12/3/2013 19:49,2/9/2014 23:59,68.17,3000,3060,1,102,Cory Gall,,,,0,,0,,,,,,0.333,0.667,0.333,0.444,1,1,0,0.133,1,0.8,0.467,0.629,1,1,0,0.333,0.133,1,0.8,0.467,0.333,0.563
1672,https://experiment.com/projects/kidney-cancer-is-nanotechnology-the-key-to-cancer-drug-delivery,36,Benjamin R. Lee,Kidney Cancer:  Is Nanotechnology the key to Cancer drug delivery?,"Tulane University School of Medicine, Department of Urology",Full Professor,,1,,,,,,,0,D,D,"6823 Saint Charles Ave, New Orleans, Louisiana 70118-5698",70118,,29.935368,,-90.123993,,"New Orleans, Louisiana",,35380,,,Professor,,,"Magna cum laude from Cornell University

M.D. Johns Hopkins School of Medicine", ,,Tulane University School of Medicine, ,Louisiana,,1,2,0,1,,"Tulane University School of Medicine, Department of Urology",1,Medicine,Engineering,Medicine,,,Louisiana,LA,Q3,12/9/2013 19:55,2/12/2014 23:59,65.17,10000,10,0,0.1,Benjamin R. Lee,,7405438725,,1,,0,,23,,1861,,0.167,1,0.2,0.456,0,1,0.667,0.133,1,0.733,0.567,0.586,0,1,0.667,0.167,0.133,1,0.733,0.567,0.2,0.496
1674,https://experiment.com/projects/synthetic-flu-vaccine-for-rapid-global-use,223,J. Robert,Synthetic Flu Vaccine for Rapid Global Use,Stony Brook University ,PhD,,0,Stony Brook University ,MBA,Stony Brook University ,PhD,,,0,D,D4,,.,,,,,,,,,,,,,,"From Left to Right: Steffen Mueller, PhD - Codagenix, Inc. Stony Brook NY

J. Robert Coleman, PhD, MBA - Codagenix, Inc. Stony Brook NY

Eckard Wimmer, PhD - Stony Brook University (Codagenix Co-founder)", ,,,,,,1,1,0,1,,"From Left to Right:<br>Steffen Mueller, PhD - Codagenix, Inc. Stony Brook NY<br>J. Robert Coleman, PhD, MBA - Codagenix, Inc. Stony Brook NY<br>Eckard Wimmer, PhD - Stony Brook University (Codagenix Co-founder)<br><br>",10,Computer-Science,Medicine,,,,,,Q3,1/10/2014 9:59,2/14/2014 23:59,35.58,5887,500,0,8.493290301,J. Robert,,,,554,,0,,,,,,0.9,1,1,0.967,0,1,0.667,0.667,1,0.667,1,0.714,0,1,0.667,0.9,0.667,1,0.667,1,1,0.767
1678,https://experiment.com/projects/how-do-we-educate-high-school-athletes-about-concussions-before-they-happen,68,Gregory W. Stewart,How do we educate high school athletes about concussions before they happen?,Tulane University School of Medicine,Associate Professor,,1,,,,,,,0,D,D4,"6823 Saint Charles Ave, New Orleans, Louisiana 70118-5698",70118,,29.935368,,-90.123993,,"New Orleans, Louisiana",,35380,,,Associate Professor,,,"""http://tulanehealthcare.com/physicians/profile/Gregory-W-Stewart-MD"" 

Dr. Gregory Stewart is an associate professor of Clinical Orthopedics at Tulane University School of Medicines and Chief of the Section of Physical Medicine and Rehabilitation. He earned a BS degree from Houston Baptist University and a MD from University of Texas Medical Branch School of Medicine.", ,,Tulane University School of Medicine, ,Louisiana,,1,0,0,1,,"<a href=""http://tulanehealthcare.com/physicians/profile/Gregory-W-Stewart-MD"" target=""_blank"">Dr. Gregory Stewart</a>, is an associate professor of Clinical Orthopedics at Tulane University School of Medicines and Chief of the Section of Physical Medicine and Rehabilitation. <br><br>He earned a BS degree from Houston Baptist University and a MD from University of Texas Medical Branch School of Medicine.",11,Education,,Medicine,,,Louisiana,LA,Q2,12/9/2013 19:48,2/12/2014 23:59,65.17,9000,685,0,7.611111111,Gregory W. Stewart,,,,19,,0,,,,,,0.767,0.667,0.733,0.722,1,1,0.667,0.5,1,0.8,0.033,0.714,1,1,0.667,0.767,0.5,1,0.8,0.033,0.733,0.722
